Municipio,UF,População,Total Despesa
Pará de Minas,MG,89418,139703866.73
Passa Quatro,MG,16224,25738612.66
Passa Sete,RS,5421,12306733.52
Passa Tempo,MG,8377,14567778.63
Passa e Fica,RN,12188,19154548.55
Passa-Vinte,MG,2121,9080639.65
Passabém,MG,1776,8514876.81
Passagem,PB,2338,8109243.24
Passagem,RN,3040,9650762.35
Passagem Franca,MA,18216,38137234.06
Passagem Franca do Piauí,PI,4457,10995793.56
Passira,PE,29082,42322330.14
Passo Fundo,RS,194432,349283440.44
Passo de Camaragibe,AL,15372,29595245.22
Passo de Torres,SC,7447,15988934.96
Passo do Sobrado,RS,6307,16525762.43
Passos,MG,111651,154441645.07
Passos Maia,SC,4387,14913942.81
Pastos Bons,MA,18687,28037019.19
Patis,MG,5846,11875259.71
Pato Bragado,PR,5170,23924471.22
Pato Branco,PR,77230,180708937.69
Patos,PB,104716,154569423.55
Patos de Minas,MG,146416,251435137.74
Patos do Piauí,PI,6223,11088240.1
Patrocínio,MG,87178,173940580.15
Patrocínio Paulista,SP,13821,36396892.0
Patrocínio do Muriaé,MG,5548,11101037.94
Patu,RN,12561,18510245.74
Paty do Alferes,RJ,26696,62872100.61
Pau Brasil,BA,11166,17336582.17
Pau D'Arco,PA,5743,20022905.45
Pau D'Arco,TO,4772,9003176.24
Pau D'Arco do Piauí,PI,3888,8559180.08
Pau dos Ferros,RN,29430,34908394.03
Paudalho,PE,54051,86219081.23
Pauini,AM,19149,24989741.85
Paula Cândido,MG,9605,16050170.05
Paula Freitas,PR,5700,11736625.27
Paulicéia,SP,6807,21121863.83
Paulino Neves,MA,15234,29986223.43
Paulista,PB,12117,19521979.5
Paulista,PE,316714,336330784.13
Paulistana,PI,20093,35577523.13
Paulistas,MG,5020,12732838.21
Paulistânia,SP,1836,12335587.6
Paulo Afonso,BA,117377,204327867.63
Paulo Bento,RS,2284,8961094.78
Paulo Frontin,PR,7219,12748058.75
Paulo Jacinto,AL,7685,16123139.66
Paulo Lopes,SC,7045,14865516.04
Paulo Ramos,MA,20514,35080046.59
Paulo de Faria,SP,8893,26112996.5
Paulínia,SP,92668,1016258717.52
Paverama,RS,8382,15146260.9
Pavussu,PI,3655,8055036.1
Pavão,MG,8771,14142523.92
Paço do Lumiar,MA,113378,101484309.88
Peabiru,PR,14087,22651280.94
Pederneiras,SP,44073,97618595.58
Pedra,PE,21558,38478999.15
Pedra Azul,MG,24612,34531338.17
Pedra Bela,SP,6009,14868139.84
Pedra Bonita,MG,6978,17897191.78
Pedra Branca,CE,42643,75133327.75
Pedra Branca,PB,3787,12318103.93
Pedra Branca do Amapari,AP,12828,60037380.98
Pedra Dourada,MG,2345,10721362.09
Pedra Grande,RN,3505,14293664.01
Pedra Lavrada,PB,7830,16730062.4
Pedra Mole,SE,3141,10928006.88
Pedra Preta,MT,16348,29798376.95
Pedra Preta,RN,2607,9153971.0
Pedra do Anta,MG,3414,9433192.7
Pedra do Indaiá,MG,4006,10921061.77
Pedralva,MG,11683,15953831.25
Pedranópolis,SP,2595,12481801.91
Pedras Altas,RS,2226,13697713.98
Pedras Grandes,SC,4110,11204339.35
Pedras de Fogo,PB,28056,54026090.53
Pedras de Maria da Cruz,MG,10970,18298645.85
Pedregulho,SP,16382,45991723.92
Pedreira,SP,44509,98762327.76
Pedreiras,MA,39337,65306073.73
Pedrinhas,SE,9298,16177276.77
Pedrinhas Paulista,SP,3054,13982006.9
Pedrinópolis,MG,3626,14009583.64
Pedro Afonso,TO,12490,22125656.11
Pedro Alexandre,BA,18051,27512374.63
Pedro Avelino,RN,7186,14649006.61
Pedro Canário,ES,25700,44716724.82
Pedro Gomes,MS,7908,21342451.83
Pedro II,PI,37968,40119180.64
Pedro Laurentino,PI,2463,8842502.85
Pedro Leopoldo,MG,61975,103403719.29
Pedro Osório,RS,8024,12961635.31
Pedro Régis,PB,5963,12221909.03
Pedro Teixeira,MG,1838,8477623.87
Pedro Velho,RN,14729,20843308.14
Pedro de Toledo,SP,10791,27176974.97
Pedro do Rosário,MA,23874,46801479.9
Pedrão,BA,7450,13071748.02
Peixe,TO,11075,33470694.7
Peixe-Boi,PA,7889,14472752.88
Peixoto de Azevedo,MT,32100,52904998.75
Pejuçara,RS,4070,15101617.75
Pelotas,RS,341180,586536054.26
Penaforte,CE,8666,27156181.24
Penalva,MA,36520,43907101.31
Pendências,RN,14402,54975926.45
Penedo,AL,63595,94423471.07
Penha,SC,27936,59020841.72
Pentecoste,CE,36442,57102320.18
Penápolis,SP,61371,122007731.9
Pequeri,MG,3296,10691538.6
Pequi,MG,4284,10798169.19
Pequizeiro,TO,5305,11603739.95
Perdigão,MG,9943,16008740.57
Perdizes,MG,15323,42137778.53
Perdões,MG,21013,37156662.88
Pereira Barreto,SP,25742,78180892.42
Pereiras,SP,8006,20367897.71
Pereiro,CE,16063,28416267.74
Peri Mirim,MA,13956,16995792.78
Periquito,MG,7150,16139495.12
Peritiba,SC,2958,10391205.51
Peritoró,MA,22123,31002076.69
Perobal,PR,5923,15450223.37
Perolândia,GO,3074,15920478.37
Peruíbe,SP,63815,166482963.32
Pescador,MG,4274,11451993.42
Pescaria Brava,SC,9687,6923147.28
Pesqueira,PE,65374,82238392.25
Petrolina,PE,319893,448826977.56
Petrolina de Goiás,GO,10545,19117296.01
Petrolândia,PE,34523,69185920.6
Petrolândia,SC,6140,12526720.74
Petrópolis,RJ,297888,778973058.13
Peçanha,MG,17797,25817449.51
Piacatu,SP,5626,15350016.86
Piancó,PB,15870,36310149.17
Piatã,BA,18421,31714878.52
Piau,MG,2887,7952011.61
Piaçabuçu,AL,17941,27276523.87
Picada Café,RS,5462,18126144.79
Picos,PI,76042,134805661.5
Picuí,PB,18597,35509585.94
Piedade,SP,54323,82294792.87
Piedade de Caratinga,MG,7744,13460791.3
Piedade de Ponte Nova,MG,4192,11926412.2
Piedade do Rio Grande,MG,4766,8944255.21
Piedade dos Gerais,MG,4867,10957621.11
Pilar,AL,35003,84325461.47
Pilar,PB,11620,18238555.8
Pilar do Sul,SP,27880,49778072.17
Pilão Arcado,BA,35237,59220878.83
Pilões,PB,6860,13605978.98
Pilões,RN,3683,9189822.9
Pilõezinhos,PB,5159,11508224.87
Pimenta,MG,8582,16629133.88
Pimenta Bueno,RO,36939,53954549.02
Pimenteiras,PI,11884,18324102.25
Pimenteiras do Oeste,RO,2440,13466536.77
Pindamonhangaba,SP,157062,321178270.2
Pindaré-Mirim,MA,31866,62594296.99
Pindaí,BA,16708,21161047.59
Pindoba,AL,2961,10302102.3
Pindobaçu,BA,21113,36567181.95
Pindorama,SP,16013,33206846.04
Pindorama do Tocantins,TO,4576,8170730.54
Pindoretama,CE,19733,29447710.38
Pingo-d'Água,MG,4696,10874419.61
Pinhais,PR,124528,234399299.29
Pinhal,RS,2602,10628898.43
Pinhal Grande,RS,4577,17468384.77
Pinhal da Serra,RS,2151,15593881.28
Pinhal de São Bento,PR,2724,10370688.63
Pinhalzinho,SC,17868,40555590.08
Pinhalzinho,SP,14067,25162231.97
Pinhalão,PR,6409,17209019.96
Pinheiral,RJ,23488,51354700.48
Pinheirinho do Vale,RS,4715,13864876.32
Pinheiro,MA,80365,96658780.72
Pinheiro Machado,RS,13047,34860955.32
Pinheiro Preto,SC,3310,12605535.09
Pinheiros,ES,26023,56620684.42
Pinhão,PR,31617,51655584.21
Pinhão,SE,6318,13036275.63
Pintadas,BA,10798,21008570.75
Pinto Bandeira,RS,2681,8516416.32
Pintópolis,MG,7491,13627824.93
Pio IX,PI,17979,25158881.12
Pio XII,MA,21512,42537875.6
Piquerobi,SP,3665,14142370.0
Piquet Carneiro,CE,16169,26832942.3
Piquete,SP,14278,19389237.61
Piracaia,SP,26371,55745792.24
Piracanjuba,GO,24708,51670322.65
Piracema,MG,6575,12512161.57
Piracicaba,SP,385287,1049468088.49
Piracuruca,PI,28179,40096147.74
Piraju,SP,29532,65885448.16
Pirajuba,MG,5253,18462312.17
Pirajuí,SP,24098,46332908.34
Pirambu,SE,8877,34268876.3
Piranga,MG,17804,20716400.96
Pirangi,SP,11112,26609286.81
Piranguinho,MG,8404,13825272.49
Piranguçu,MG,5432,10572685.6
Piranhas,AL,24556,61544294.29
Piranhas,GO,11314,21438271.53
Pirapemas,MA,17917,28747165.2
Pirapetinga,MG,10754,23247318.38
Pirapora,MG,55704,118996442.89
Pirapora do Bom Jesus,SP,17091,47229799.26
Pirapozinho,SP,26146,46926323.56
Pirapó,RS,2738,10415212.4
Piraquara,PR,101053,126860665.48
Piraquê,TO,3017,7774302.31
Pirassununga,SP,73656,157909341.65
Piratini,RS,20614,37229261.55
Piratininga,SP,12839,26734912.64
Piratuba,SC,4533,26520153.79
Piraí,RJ,27311,146769930.49
Piraí do Norte,BA,10415,17463892.1
Piraí do Sul,PR,24613,46215547.72
Piraúba,MG,11123,16981534.73
Pirenópolis,GO,24111,32819788.33
Pires Ferreira,CE,10556,20782123.57
Pires do Rio,GO,30232,48335308.86
Piripiri,PI,62542,79904264.05
Piripá,BA,12678,19902803.0
Piritiba,BA,24462,33562115.8
Pirpirituba,PB,10523,14857836.37
Pitanga,PR,32841,53490814.85
Pitangueiras,PR,3004,9450527.25
Pitangueiras,SP,37499,75556956.18
Pitangui,MG,26797,31177779.75
Pitimbu,PB,18148,21656092.88
Pium,TO,7168,14281360.83
Piumhi,MG,33580,57419352.16
Piçarra,PA,12720,23834555.55
Piên,PR,11956,25465898.95
Piúma,ES,20082,58653936.18
Placas,PA,26842,30848814.22
Planaltina,GO,86014,130734927.35
Planaltina do Paraná,PR,4250,11140311.16
Planaltino,BA,9516,18353704.79
Planalto,BA,26225,36055227.92
Planalto,PR,13964,28206630.33
Planalto,RS,10739,17608725.19
Planalto,SP,4808,17601706.9
Planalto Alegre,SC,2761,10063621.26
Planalto da Serra,MT,2683,9356896.18
Planura,MG,11194,23308380.29
Platina,SP,3378,14168985.55
Plácido de Castro,AC,17795,26964332.76
Pocinhos,PB,17894,27002820.94
Poconé,MT,32053,41398233.01
Pocrane,MG,9050,10766529.46
Pojuca,BA,36551,88585829.75
Poloni,SP,5726,13441944.78
Pombal,PB,32654,50902372.87
Pombos,PE,26716,45809097.6
Pomerode,SC,30009,95175946.0
Pompéia,SP,21060,60529880.46
Pompéu,MG,30699,55355001.24
Pongaí,SP,3537,11533512.53
Ponta Grossa,PR,331084,504314500.92
Ponta Porã,MS,83747,168765803.54
Ponta de Pedras,PA,28025,31948027.27
Pontal,SP,44236,74195179.5
Pontal do Araguaia,MT,5855,12356276.38
Pontal do Paraná,PR,23261,45194799.5
Pontalina,GO,17749,33070350.93
Pontalinda,SP,4341,13557283.8
Ponte Alta,SC,4885,12449272.52
Ponte Alta do Bom Jesus,TO,4654,7856242.04
Ponte Alta do Norte,SC,3381,11108560.89
Ponte Alta do Tocantins,TO,7628,11401727.32
Ponte Branca,MT,1679,12980394.31
Ponte Nova,MG,59614,129619683.03
Ponte Preta,RS,1757,7752353.32
Ponte Serrada,SC,11358,21272507.81
Pontes Gestal,SP,2593,18806486.04
Pontes e Lacerda,MT,42605,62654545.88
Ponto Belo,ES,7590,21158605.63
Ponto Chique,MG,4161,10335486.24
Ponto Novo,BA,16321,32139581.56
Ponto dos Volantes,MG,11881,22933556.4
Pontão,RS,3982,14793655.4
Populina,SP,4299,16377807.0
Poranga,CE,12203,24378958.92
Porangaba,SP,9021,12610770.62
Porangatu,GO,44265,74384306.25
Porciúncula,RJ,18188,53596434.53
Porecatu,PR,14203,28275951.35
Portalegre,RN,7708,12052838.96
Porteiras,CE,15108,27306183.04
Porteirinha,MG,38697,51011238.61
Porteirão,GO,3577,16738583.12
Portel,PA,56094,100180014.47
Portelândia,GO,3984,13424335.22
Porto,PI,12188,22567350.96
Porto Acre,AC,16029,19816397.74
Porto Alegre,RS,1467816,4856089198.8
Porto Alegre do Norte,MT,11336,17040553.56
Porto Alegre do Piauí,PI,2625,8621380.43
Porto Alegre do Tocantins,TO,2973,7126380.84
Porto Amazonas,PR,4727,10830146.24
Porto Barreiro,PR,3640,12120591.0
Porto Belo,SC,18066,47475872.6
Porto Calvo,AL,27047,47257351.54
Porto Esperidião,MT,11317,22567976.31
Porto Estrela,MT,3354,10064855.19
Porto Feliz,SP,51320,141988783.45
Porto Ferreira,SP,54056,124098849.9
Porto Firme,MG,10955,14869634.52
Porto Franco,MA,22651,53279141.45
Porto Grande,AP,18708,27816818.6
Porto Lucena,RS,5410,12655459.89
Porto Mauá,RS,2579,9662609.89
Porto Murtinho,MS,16162,47644093.08
Porto Nacional,TO,51501,83193088.6
Porto Real,RJ,17663,204056383.2
Porto Real do Colégio,AL,20066,30658274.25
Porto Rico,PR,2605,10293943.67
Porto Rico do Maranhão,MA,5943,9886934.44
Porto Seguro,BA,141006,235321947.08
Porto União,SC,34551,54663614.81
Porto Velho,RO,484992,940534595.91
Porto Vera Cruz,RS,1797,8832495.59
Porto Vitória,PR,4138,11056027.82
Porto Walter,AC,10143,16511682.67
Porto Xavier,RS,10802,22706197.11
Porto da Folha,SE,28237,39640230.63
Porto de Moz,PA,36841,78412441.73
Porto de Pedras,AL,8362,19112129.26
Porto do Mangue,RN,5689,16613463.93
Porto dos Gaúchos,MT,5389,17176297.44
Portão,RS,33212,57610032.43
Posse,GO,33712,46934786.63
Potengi,CE,10651,18859255.36
Potim,SP,21501,35114486.39
Potiraguá,BA,9574,15459624.63
Potirendaba,SP,16401,46793523.7
Potiretama,CE,6278,17241678.98
Poté,MG,16350,22609404.78
Pouso Alegre,MG,140223,285466460.15
Pouso Alto,MG,6291,13894561.74
Pouso Novo,RS,1878,10581928.84
Pouso Redondo,SC,15882,29102538.47
Poxoréu,MT,16919,29415058.2
Poá,SP,112015,356382905.1
Poço Branco,RN,14845,20541818.02
Poço Dantas,PB,3788,14149269.9
Poço Fundo,MG,16633,20735789.79
Poço Redondo,SE,32949,50724394.39
Poço Verde,SE,23078,33349865.49
Poço das Antas,RS,2094,9129025.4
Poço das Trincheiras,AL,14401,28569113.55
Poço de José de Moura,PB,4165,11812816.03
Poços de Caldas,MG,161025,441366057.1
Poção,PE,11261,20551867.67
Poção de Pedras,MA,18633,32093207.38
Poções,BA,48576,68196775.27
Pracinha,SP,3315,9391070.89
Prado,BA,29095,51456750.81
Prado Ferreira,PR,3614,10585745.73
Prados,MG,8807,14885683.85
Pradópolis,SP,19077,51392738.09
Praia Grande,SC,7377,14488014.45
Praia Grande,SP,287967,898841297.4
Praia Norte,TO,8085,14981245.57
Prainha,PA,29342,54836801.06
Pranchita,PR,5643,12993331.83
Prata,MG,27109,53407792.74
Prata,PB,4033,10045717.39
Pratinha,MG,3455,11326860.77
Pratápolis,MG,8975,15888004.54
Pratânia,SP,4912,15515289.25
Prefeitura Municipal do Rio de Janeiro,RJ,6429923,21817332975.87
Presidente Alves,SP,4205,12552030.57
Presidente Bernardes,MG,5630,11243247.66
Presidente Bernardes,SP,13724,35954818.5
Presidente Castello Branco,SC,1691,10937734.58
Presidente Dutra,BA,14629,24516950.91
Presidente Dutra,MA,46039,55620366.02
Presidente Epitácio,SP,43155,76410769.37
Presidente Figueiredo,AM,30978,130868149.44
Presidente Getúlio,SC,15943,35571401.31
Presidente Juscelino,MA,12103,20718521.46
Presidente Juscelino,MG,3928,11061271.58
Presidente Jânio Quadros,BA,13442,23276018.78
Presidente Kennedy,ES,11130,105049587.85
Presidente Kennedy,TO,3756,7819764.76
Presidente Kubitschek,MG,3050,10236236.68
Presidente Lucena,RS,2652,10519932.73
Presidente Médici,MA,6674,13807152.12
Presidente Médici,RO,23017,49646979.97
Presidente Nereu,SC,2314,8764417.4
Presidente Olegário,MG,19325,37473043.8
Presidente Prudente,SP,218960,457461324.87
Presidente Sarney,MA,17988,33073119.43
Presidente Tancredo Neves,BA,26238,47380516.18
Presidente Vargas,MA,11105,20558918.86
Presidente Venceslau,SP,39265,75109695.47
Primavera,PA,10432,18339501.73
Primavera,PE,14200,21123956.01
Primavera de Rondônia,RO,3597,10941206.01
Primavera do Leste,MT,55451,134770344.62
Primeira Cruz,MA,14588,30449520.69
Primeiro de Maio,PR,11199,21663132.06
Princesa,SC,2848,9981302.63
Princesa Isabel,PB,22461,32423865.77
Professor Jamil,GO,3401,9727980.05
Progresso,RS,6364,13988779.2
Promissão,SP,37985,81786317.34
Propriá,SE,29467,39343075.89
Protásio Alves,RS,2048,9821652.87
Prudente de Morais,MG,10181,13476081.43
Prudentópolis,PR,50983,67485587.24
Pugmil,TO,2529,7464834.92
Pureza,RN,9081,15108212.9
Putinga,RS,4215,12916203.21
Puxinanã,PB,13386,18304269.87
Pão de Açúcar,AL,24975,46757428.3
Pé de Serra,BA,14478,26301319.18
Pérola,PR,10765,24836480.1
Pérola d'Oeste,PR,6822,14735287.48
Quadra,SP,3489,14118516.94
Quaraí,RS,23631,30475999.45
Quartel Geral,MG,3470,12120228.59
Quarto Centenário,PR,4887,13265131.91
Quatiguá,PR,7344,14033706.41
Quatis,RJ,13283,56246029.89
Quatro Barras,PR,21417,52791823.73
Quatro Irmãos,RS,1842,10072375.12
Quatro Pontes,PR,3963,12271687.23
Quatá,SP,13501,34658032.4
Quebrangulo,AL,11700,28887894.0
Quedas do Iguaçu,PR,32393,49706387.14
Queimada Nova,PI,8743,14414741.48
Queimadas,BA,26023,37618504.75
Queimadas,PB,42586,65269909.3
Queimados,RJ,141753,226959549.05
Queiroz,SP,3060,15770783.04
Queluz,SP,12234,27876711.78
Queluzito,MG,1934,7944072.22
Querência,MT,14631,42952551.47
Querência do Norte,PR,12171,22753662.79
Quevedos,RS,2807,10985419.24
Quijingue,BA,28996,46499643.36
Quilombo,SC,10255,23177272.5
Quinta do Sol,PR,5077,8693896.04
Quintana,SP,6339,18759478.57
Quinze de Novembro,RS,3794,14113728.85
Quipapá,PE,25220,44362827.67
Quirinópolis,GO,46187,109805026.16
Quissamã,RJ,21806,234793626.82
Quitandinha,PR,18089,31705993.44
Quiterianópolis,CE,20505,35250417.96
Quixaba,PB,1834,8962223.59
Quixaba,PE,6846,16597400.07
Quixabeira,BA,10045,15912639.09
Quixadá,CE,83990,123984395.47
Quixelô,CE,15046,25531932.4
Quixeramobim,CE,75565,115766421.38
Quixeré,CE,21241,34199019.34
Rafael Godeiro,RN,3191,10385121.83
Rafael Jambeiro,BA,24258,41188934.88
Rafard,SP,8952,24070436.03
Ramilândia,PR,4332,12334041.54
Rancharia,SP,29732,66979743.09
Rancho Alegre,PR,4018,9516559.7
Rancho Alegre D'Oeste,PR,2868,9627377.32
Rancho Queimado,SC,2827,10020443.95
Raposa,MA,28543,38341997.21
Raposos,MG,16055,21086188.58
Raul Soares,MG,24423,36162985.1
Realeza,PR,16932,26962945.09
Rebouças,PR,14752,26617568.23
Recife,PE,1599513,3560806987.53
Recreio,MG,10635,17603655.01
Recursolândia,TO,4029,8277138.67
Redentora,RS,10845,20587369.15
Redenção,CE,27088,47571619.43
Redenção,PA,79010,120177102.68
Redenção da Serra,SP,3952,13017897.87
Redenção do Gurguéia,PI,8556,14132335.36
Reduto,MG,6920,11896108.42
Regeneração,PI,17696,30099564.6
Regente Feijó,SP,19468,42526884.12
Reginópolis,SP,8218,18453004.35
Registro,SP,56123,117836091.71
Relvado,RS,2205,9860880.09
Remanso,BA,41824,67236502.29
Remígio,PB,18686,25405396.42
Renascença,PR,6989,16128102.39
Reriutaba,CE,19281,34158586.18
Resende,RJ,123385,378002114.16
Resende Costa,MG,11378,15276331.82
Reserva,PR,26268,42768730.47
Reserva do Cabaçal,MT,2612,7774128.89
Reserva do Iguaçu,PR,7697,19079466.73
Resplendor,MG,17631,32257979.73
Ressaquinha,MG,4889,11505404.5
Restinga,SP,7054,27509469.81
Restinga Sêca,RS,16357,30259425.55
Retirolândia,BA,13092,19996171.73
Riachinho,MG,8257,13639529.09
Riachinho,TO,4435,11954725.6
Riacho Frio,PI,4259,10101947.63
Riacho da Cruz,RN,3399,9358063.43
Riacho das Almas,PE,19947,38894821.24
Riacho de Santana,BA,35586,50667065.4
Riacho de Santana,RN,4280,13238557.48
Riacho de Santo Antônio,PB,1856,8773836.35
Riacho dos Cavalos,PB,8513,12612592.88
Riacho dos Machados,MG,9643,15817359.97
Riachuelo,RN,7640,12987641.77
Riachuelo,SE,9863,20224929.73
Riachão,MA,20011,35114641.54
Riachão,PB,3448,9456839.78
Riachão das Neves,BA,23209,41253803.89
Riachão do Bacamarte,PB,4419,8692492.06
Riachão do Dantas,SE,19937,32793544.74
Riachão do Jacuípe,BA,35237,45494783.71
Riachão do Poço,PB,4359,10358782.53
Rialma,GO,10899,19083413.29
Rianápolis,GO,4747,12856047.39
Ribamar Fiquene,MA,7514,13374613.78
Ribas do Rio Pardo,MS,22429,63037197.6
Ribeira,SP,3427,10762302.16
Ribeira do Amparo,BA,15186,30582925.53
Ribeira do Piauí,PI,4354,9919835.4
Ribeira do Pombal,BA,50805,70662687.01
Ribeiro Gonçalves,PI,7068,14831371.44
Ribeirão,PE,46200,69537920.25
Ribeirão Bonito,SP,12750,27879007.03
Ribeirão Branco,SP,18093,35630600.64
Ribeirão Cascalheira,MT,9316,18450628.78
Ribeirão Claro,PR,10956,29090308.78
Ribeirão Corrente,SP,4510,15261351.9
Ribeirão Grande,SP,7667,26878712.11
Ribeirão Pires,SP,118871,226475456.71
Ribeirão Preto,SP,649556,1999848552.62
Ribeirão Vermelho,MG,3990,9386467.49
Ribeirão das Neves,MG,315819,289920176.13
Ribeirão do Largo,BA,9195,20300216.14
Ribeirão do Pinhal,PR,13740,17463944.68
Ribeirão do Sul,SP,4575,13051818.39
Ribeirão dos Índios,SP,2248,10421659.53
Ribeirãozinho,MT,2259,10475476.7
Ribeirópolis,SE,18071,28881543.66
Rifaina,SP,3574,23598324.37
Rincão,SP,10768,23739950.37
Rinópolis,SP,10170,20741651.7
Rio Azul,PR,14809,26810463.45
Rio Bananal,ES,18892,49117580.51
Rio Bom,PR,3385,10481657.55
Rio Bonito,RJ,56942,170721688.15
Rio Bonito do Iguaçu,PR,13524,27565631.82
Rio Branco,AC,357194,553457785.54
Rio Branco,MT,5063,12563203.08
Rio Branco do Ivaí,PR,4056,10017683.22
Rio Branco do Sul,PR,31947,63569829.8
Rio Brilhante,MS,33362,101270744.49
Rio Casca,MG,14376,21867756.46
Rio Claro,RJ,17709,65145693.54
Rio Claro,SP,196821,555677894.55
Rio Crespo,RO,3666,11821251.35
Rio Doce,MG,2575,10587843.96
Rio Espera,MG,6045,11029323.06
Rio Formoso,PE,22970,45038681.58
Rio Fortuna,SC,4557,11893891.76
Rio Grande,RS,206161,436911549.16
Rio Grande da Serra,SP,47142,55616093.08
Rio Grande do Piauí,PI,6327,11090880.24
Rio Largo,AL,71834,92835992.35
Rio Manso,MG,5585,12039569.81
Rio Maria,PA,17774,32204930.16
Rio Negrinho,SC,41167,86526865.94
Rio Negro,MS,4989,14310874.14
Rio Negro,PR,32911,59985033.85
Rio Novo,MG,9013,13263396.53
Rio Novo do Sul,ES,11993,27286607.9
Rio Paranaíba,MG,12328,33301417.8
Rio Pardo,RS,38861,59243517.89
Rio Pardo de Minas,MG,30418,43000165.55
Rio Piracicaba,MG,14578,32033277.98
Rio Pomba,MG,17804,22751980.83
Rio Preto,MG,5487,12399491.4
Rio Preto da Eva,AM,28999,40758555.31
Rio Real,BA,40203,62125775.65
Rio Rufino,SC,2482,9117559.6
Rio Sono,TO,6459,8800909.21
Rio Tinto,PB,23883,35112273.06
Rio Verde,GO,197048,469358129.59
Rio Verde de Mato Grosso,MS,19351,41592043.28
Rio Vermelho,MG,13755,18550612.95
Rio da Conceição,TO,1895,6409083.69
Rio das Antas,SC,6245,19194715.62
Rio das Flores,RJ,8783,40747043.84
Rio das Ostras,RJ,122196,702841645.3
Rio de Contas,BA,13592,18359696.92
Rio do Antônio,BA,15427,24019571.17
Rio do Campo,SC,6185,13856214.34
Rio do Fogo,RN,10607,22554303.69
Rio do Oeste,SC,7319,14965608.47
Rio do Pires,BA,12033,19460998.73
Rio do Prado,MG,5333,10135438.25
Rio do Sul,SC,65256,173434677.5
Rio dos Bois,TO,2715,6421480.34
Rio dos Cedros,SC,10879,24524056.42
Rio dos Índios,RS,3531,12099554.57
Riolândia,SP,11429,30423205.26
Riozinho,RS,4531,13947756.12
Riqueza,SC,4810,10991765.09
Ritápolis,MG,4955,8784089.26
Riversul,SP,6096,13065349.53
Roca Sales,RS,10837,22821917.85
Rochedo,MS,5156,14927838.17
Rochedo de Minas,MG,2229,9526009.86
Rodeio,SC,11270,19963037.35
Rodeio Bonito,RS,5942,15318658.35
Rodeiro,MG,7429,12734883.31
Rodelas,BA,8632,16536763.72
Rodolfo Fernandes,RN,4549,12737360.59
Rodrigues Alves,AC,15968,23172213.91
Rolador,RS,2572,9953396.27
Rolante,RS,20479,49164238.6
Rolim de Moura,RO,55357,108367191.66
Rolândia,PR,61837,100585683.43
Romaria,MG,3671,12709744.95
Romelândia,SC,5421,11136739.94
Roncador,PR,11365,19777906.52
Ronda Alta,RS,10610,20788872.5
Rondinha,RS,5596,13362153.74
Rondolândia,MT,3726,14204739.67
Rondon,PR,9391,17643691.72
Rondon do Pará,PA,48959,69790029.42
Rondonópolis,MT,208019,462088640.98
Roque Gonzales,RS,7338,16683855.4
Rorainópolis,RR,26326,42587292.65
Rosana,SP,19156,63495948.16
Roseira,SP,10168,21508752.98
Rosário,MA,40983,62196890.86
